scenario;year;region;technology;levelized_cost
baseline;2022;CIS;DRI-Melt-BOF_100% zero-C H2;693.3
baseline;2022;CIS;EAF;438.8
baseline;2022;CIS;Electrolyzer-EAF;789.1
baseline;2022;CIS;Electrowinning-EAF;756.9
baseline;2022;CIS;Smelting Reduction;559.2
baseline;2022;CIS;Smelting Reduction+CCUS;663
baseline;2022;China;Avg BF-BOF;682.1
baseline;2022;China;BAT BF-BOF;640.3
baseline;2022;China;BAT BF-BOF+BECCUS;970.1
baseline;2022;China;BAT BF-BOF+CCU;984.7
baseline;2022;China;BAT BF-BOF+CCUS;929.6
baseline;2022;China;BAT BF-BOF_H2 PCI;629.5
baseline;2022;China;BAT BF-BOF_bio PCI;631.5
baseline;2022;China;DRI-EAF;699.2
baseline;2022;China;DRI-EAF+CCUS;883.4
baseline;2022;China;DRI-EAF_100% green H2;707.6
baseline;2022;China;DRI-EAF_50% bio-CH4;679.7
baseline;2022;China;DRI-EAF_50% green H2;679.2
baseline;2022;China;DRI-Melt-BOF;604.2
baseline;2022;China;DRI-Melt-BOF+CCUS;750.4
baseline;2022;China;DRI-Melt-BOF_100% zero-C H2;680.1
baseline;2022;China;EAF;468.3
baseline;2022;China;Electrolyzer-EAF;852.8
baseline;2022;China;Electrowinning-EAF;814.3
baseline;2022;China;Smelting Reduction;608.1
baseline;2022;China;Smelting Reduction+CCUS;723.1
baseline;2022;Europe;Avg BF-BOF;682.8
baseline;2022;Europe;BAT BF-BOF;641.9
baseline;2022;Europe;BAT BF-BOF+BECCUS;925
baseline;2022;Europe;BAT BF-BOF+CCU;1188.1
baseline;2022;Europe;BAT BF-BOF+CCUS;901.8
baseline;2022;Europe;BAT BF-BOF_H2 PCI;658.2
baseline;2022;Europe;BAT BF-BOF_bio PCI;614.7
baseline;2022;Europe;DRI-EAF;898.9
baseline;2022;Europe;DRI-EAF+CCUS;1063.6
baseline;2022;Europe;DRI-EAF_100% green H2;767.6
baseline;2022;Europe;DRI-EAF_50% bio-CH4;764.8
baseline;2022;Europe;DRI-EAF_50% green H2;862.4
baseline;2022;Europe;DRI-Melt-BOF;790.3
baseline;2022;Europe;DRI-Melt-BOF+CCUS;920.6
baseline;2022;Europe;DRI-Melt-BOF_100% zero-C H2;739.7
baseline;2022;Europe;EAF;477.5
baseline;2022;Europe;Electrolyzer-EAF;776.7
baseline;2022;Europe;Electrowinning-EAF;745.6
baseline;2022;Europe;Smelting Reduction;536
baseline;2022;Europe;Smelting Reduction+CCUS;637.6
baseline;2022;India;Avg BF-BOF;673.2
baseline;2022;India;BAT BF-BOF;634.4
baseline;2022;India;BAT BF-BOF+BECCUS;1032.9
baseline;2022;India;BAT BF-BOF+CCU;1084.1
baseline;2022;India;BAT BF-BOF+CCUS;991.9
baseline;2022;India;BAT BF-BOF_H2 PCI;636.4
baseline;2022;India;BAT BF-BOF_bio PCI;621.3
baseline;2022;India;DRI-EAF;713.1
baseline;2022;India;DRI-EAF+CCUS;931.8
baseline;2022;India;DRI-EAF_100% green H2;753
baseline;2022;India;DRI-EAF_50% bio-CH4;682.4
baseline;2022;India;DRI-EAF_50% green H2;703.4
baseline;2022;India;DRI-Melt-BOF;616.3
baseline;2022;India;DRI-Melt-BOF+CCUS;796.4
baseline;2022;India;DRI-Melt-BOF_100% zero-C H2;725.6
baseline;2022;India;EAF;470.3
baseline;2022;India;Electrolyzer-EAF;856.5
baseline;2022;India;Electrowinning-EAF;817.6
baseline;2022;India;Smelting Reduction;571.1
baseline;2022;India;Smelting Reduction+CCUS;733.2
baseline;2022;Japan, South Korea, and Taiwan;Avg BF-BOF;684.4
baseline;2022;Japan, South Korea, and Taiwan;BAT BF-BOF;642.4
baseline;2022;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;992.4
baseline;2022;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;1148
baseline;2022;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;950.5
baseline;2022;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;652
baseline;2022;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;633.6
baseline;2022;Japan, South Korea, and Taiwan;DRI-EAF;699.5
baseline;2022;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;892.7
baseline;2022;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;754.3
baseline;2022;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;675.9
baseline;2022;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;698.8
baseline;2022;Japan, South Korea, and Taiwan;DRI-Melt-BOF;609.4
baseline;2022;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;766.9
baseline;2022;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;726.5
baseline;2022;Japan, South Korea, and Taiwan;EAF;460.1
baseline;2022;Japan, South Korea, and Taiwan;Electrolyzer-EAF;800.9
baseline;2022;Japan, South Korea, and Taiwan;Electrowinning-EAF;767.4
baseline;2022;Japan, South Korea, and Taiwan;Smelting Reduction;589.7
baseline;2022;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;726.6
baseline;2022;Middle East;Avg BF-BOF;664.9
baseline;2022;Middle East;BAT BF-BOF;628.1
baseline;2022;Middle East;BAT BF-BOF+BECCUS;1001.7
baseline;2022;Middle East;BAT BF-BOF+CCU;1054.6
baseline;2022;Middle East;BAT BF-BOF+CCUS;946.4
baseline;2022;Middle East;BAT BF-BOF_H2 PCI;623.9
baseline;2022;Middle East;BAT BF-BOF_bio PCI;635.4
baseline;2022;Middle East;DRI-EAF;535.8
baseline;2022;Middle East;DRI-EAF+CCUS;733.8
baseline;2022;Middle East;DRI-EAF_100% green H2;754.3
baseline;2022;Middle East;DRI-EAF_50% bio-CH4;610.3
baseline;2022;Middle East;DRI-EAF_50% green H2;558.9
baseline;2022;Middle East;DRI-Melt-BOF;452.6
baseline;2022;Middle East;DRI-Melt-BOF+CCUS;610.2
baseline;2022;Middle East;DRI-Melt-BOF_100% zero-C H2;727.2
baseline;2022;Middle East;EAF;459.5
baseline;2022;Middle East;Electrolyzer-EAF;907.2
baseline;2022;Middle East;Electrowinning-EAF;863.4
baseline;2022;Middle East;Smelting Reduction;578.7
baseline;2022;Middle East;Smelting Reduction+CCUS;703.2
baseline;2022;NAFTA;Avg BF-BOF;680.3
baseline;2022;NAFTA;BAT BF-BOF;641.5
baseline;2022;NAFTA;BAT BF-BOF+BECCUS;842.1
baseline;2022;NAFTA;BAT BF-BOF+CCU;1082.4
baseline;2022;NAFTA;BAT BF-BOF+CCUS;815.2
baseline;2022;NAFTA;BAT BF-BOF_H2 PCI;647.7
baseline;2022;NAFTA;BAT BF-BOF_bio PCI;624.2
baseline;2022;NAFTA;DRI-EAF;487.5
baseline;2022;NAFTA;DRI-EAF+CCUS;604
baseline;2022;NAFTA;DRI-EAF_100% green H2;657.8
baseline;2022;NAFTA;DRI-EAF_50% bio-CH4;535.7
baseline;2022;NAFTA;DRI-EAF_50% green H2;521.7
baseline;2022;NAFTA;DRI-Melt-BOF;437.4
baseline;2022;NAFTA;DRI-Melt-BOF+CCUS;527.2
baseline;2022;NAFTA;DRI-Melt-BOF_100% zero-C H2;629.1
baseline;2022;NAFTA;EAF;408.7
baseline;2022;NAFTA;Electrolyzer-EAF;617.1
baseline;2022;NAFTA;Electrowinning-EAF;601.7
baseline;2022;NAFTA;Smelting Reduction;494.2
baseline;2022;NAFTA;Smelting Reduction+CCUS;557.6
baseline;2022;RoW;Avg BF-BOF;666.5
baseline;2022;RoW;BAT BF-BOF;629.1
baseline;2022;RoW;BAT BF-BOF+BECCUS;1014.8
baseline;2022;RoW;BAT BF-BOF+CCU;1121.2
baseline;2022;RoW;BAT BF-BOF+CCUS;971.6
baseline;2022;RoW;BAT BF-BOF_H2 PCI;633.9
baseline;2022;RoW;BAT BF-BOF_bio PCI;620.4
baseline;2022;RoW;DRI-EAF;726.4
baseline;2022;RoW;DRI-EAF+CCUS;937.5
baseline;2022;RoW;DRI-EAF_100% green H2;799.3
baseline;2022;RoW;DRI-EAF_50% bio-CH4;700.4
baseline;2022;RoW;DRI-EAF_50% green H2;719.6
baseline;2022;RoW;DRI-Melt-BOF;620.4
baseline;2022;RoW;DRI-Melt-BOF+CCUS;789.6
baseline;2022;RoW;DRI-Melt-BOF_100% zero-C H2;772.3
baseline;2022;RoW;EAF;484.2
baseline;2022;RoW;Electrolyzer-EAF;936.2
baseline;2022;RoW;Electrowinning-EAF;889.5
baseline;2022;RoW;Smelting Reduction;580.7
baseline;2022;RoW;Smelting Reduction+CCUS;718.1
baseline;2022;South and Central America;Avg BF-BOF;682.9
baseline;2022;South and Central America;BAT BF-BOF;642.1
baseline;2022;South and Central America;BAT BF-BOF+BECCUS;920.4
baseline;2022;South and Central America;BAT BF-BOF+CCU;1235.1
baseline;2022;South and Central America;BAT BF-BOF+CCUS;879.8
baseline;2022;South and Central America;BAT BF-BOF_H2 PCI;663
baseline;2022;South and Central America;BAT BF-BOF_bio PCI;636.7
baseline;2022;South and Central America;DRI-EAF;692.6
baseline;2022;South and Central America;DRI-EAF+CCUS;846.1
baseline;2022;South and Central America;DRI-EAF_100% green H2;762.1
baseline;2022;South and Central America;DRI-EAF_50% bio-CH4;670.2
baseline;2022;South and Central America;DRI-EAF_50% green H2;702.7
baseline;2022;South and Central America;DRI-Melt-BOF;609.8
baseline;2022;South and Central America;DRI-Melt-BOF+CCUS;731.1
baseline;2022;South and Central America;DRI-Melt-BOF_100% zero-C H2;734.1
baseline;2022;South and Central America;EAF;448.7
baseline;2022;South and Central America;Electrolyzer-EAF;733.2
baseline;2022;South and Central America;Electrowinning-EAF;706.4
baseline;2022;South and Central America;Smelting Reduction;550.8
baseline;2022;South and Central America;Smelting Reduction+CCUS;644.8
baseline;2022;Southeast Asia;Avg BF-BOF;668.8
baseline;2022;Southeast Asia;BAT BF-BOF;630.9
baseline;2022;Southeast Asia;BAT BF-BOF+BECCUS;993.6
baseline;2022;Southeast Asia;BAT BF-BOF+CCU;1044.5
baseline;2022;Southeast Asia;BAT BF-BOF+CCUS;949.6
baseline;2022;Southeast Asia;BAT BF-BOF_H2 PCI;626.6
baseline;2022;Southeast Asia;BAT BF-BOF_bio PCI;624.8
baseline;2022;Southeast Asia;DRI-EAF;721.6
baseline;2022;Southeast Asia;DRI-EAF+CCUS;919.6
baseline;2022;Southeast Asia;DRI-EAF_100% green H2;754.3
baseline;2022;Southeast Asia;DRI-EAF_50% bio-CH4;698.4
baseline;2022;Southeast Asia;DRI-EAF_50% green H2;705.3
baseline;2022;Southeast Asia;DRI-Melt-BOF;618.9
baseline;2022;Southeast Asia;DRI-Melt-BOF+CCUS;776.5
baseline;2022;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;727.2
baseline;2022;Southeast Asia;EAF;479.2
baseline;2022;Southeast Asia;Electrolyzer-EAF;907.2
baseline;2022;Southeast Asia;Electrowinning-EAF;863.4
baseline;2022;Southeast Asia;Smelting Reduction;575.9
baseline;2022;Southeast Asia;Smelting Reduction+CCUS;700.4
baseline;2023;Africa;Avg BF-BOF;600.1
baseline;2023;Africa;BAT BF-BOF;582.9
baseline;2023;Africa;BAT BF-BOF+BECCUS;998.2
baseline;2023;Africa;BAT BF-BOF+CCU;1086
baseline;2023;Africa;BAT BF-BOF+CCUS;925.9
baseline;2023;Africa;BAT BF-BOF_H2 PCI;597.4
baseline;2023;Africa;BAT BF-BOF_bio PCI;612.6
baseline;2023;Africa;DRI-EAF;637.7
baseline;2023;Africa;DRI-EAF+CCUS;842.1
baseline;2023;Africa;DRI-EAF_100% green H2;731.8
baseline;2023;Africa;DRI-EAF_50% bio-CH4;657.6
baseline;2023;Africa;DRI-EAF_50% green H2;644.3
baseline;2023;Africa;DRI-Melt-BOF;554
baseline;2023;Africa;DRI-Melt-BOF+CCUS;722.8
baseline;2023;Africa;DRI-Melt-BOF_100% zero-C H2;707.6
baseline;2023;Africa;EAF;451.7
baseline;2023;Africa;Electrolyzer-EAF;801.8
baseline;2023;Africa;Electrowinning-EAF;768.2
baseline;2023;Africa;Smelting Reduction;528.3
baseline;2023;Africa;Smelting Reduction+CCUS;680.8
baseline;2023;CIS;Avg BF-BOF;601.9
baseline;2023;CIS;BAT BF-BOF;584.6
baseline;2023;CIS;BAT BF-BOF+BECCUS;889.5
baseline;2023;CIS;BAT BF-BOF+CCU;996.1
baseline;2023;CIS;BAT BF-BOF+CCUS;835.4
baseline;2023;CIS;BAT BF-BOF_H2 PCI;591.4
baseline;2023;CIS;BAT BF-BOF_bio PCI;599.3
baseline;2023;CIS;DRI-EAF;494.4
baseline;2023;CIS;DRI-EAF+CCUS;648.9
baseline;2023;CIS;DRI-EAF_100% green H2;675.5
baseline;2023;CIS;DRI-EAF_50% bio-CH4;557.8
baseline;2023;CIS;DRI-EAF_50% green H2;521
baseline;2023;CIS;DRI-Melt-BOF;431.9
baseline;2023;CIS;DRI-Melt-BOF+CCUS;554.2
baseline;2023;CIS;DRI-Melt-BOF_100% zero-C H2;650.9
baseline;2023;CIS;EAF;426.5
baseline;2023;CIS;Electrolyzer-EAF;738.1
baseline;2023;CIS;Electrowinning-EAF;710.7
baseline;2023;CIS;Smelting Reduction;517.2
baseline;2023;CIS;Smelting Reduction+CCUS;612.2
baseline;2023;China;Avg BF-BOF;606.2
baseline;2023;China;BAT BF-BOF;587
baseline;2023;China;BAT BF-BOF+BECCUS;916.6
baseline;2023;China;BAT BF-BOF+CCU;930.7
baseline;2023;China;BAT BF-BOF+CCUS;861.2
baseline;2023;China;BAT BF-BOF_H2 PCI;584.7
baseline;2023;China;BAT BF-BOF_bio PCI;601.6
baseline;2023;China;DRI-EAF;636.5
baseline;2023;China;DRI-EAF+CCUS;805.5
baseline;2023;China;DRI-EAF_100% green H2;670.1
baseline;2023;China;DRI-EAF_50% bio-CH4;640.3
baseline;2023;China;DRI-EAF_50% green H2;625.6
baseline;2023;China;DRI-Melt-BOF;553.6
baseline;2023;China;DRI-Melt-BOF+CCUS;687.8
baseline;2023;China;DRI-Melt-BOF_100% zero-C H2;645.8
baseline;2023;China;EAF;450.5
baseline;2023;China;Electrolyzer-EAF;794.6
baseline;2023;China;Electrowinning-EAF;761.6
baseline;2023;China;Smelting Reduction;554.5
baseline;2023;China;Smelting Reduction+CCUS;659.3
baseline;2023;Europe;Avg BF-BOF;609.2
baseline;2023;Europe;BAT BF-BOF;589.9
baseline;2023;Europe;BAT BF-BOF+BECCUS;882.5
baseline;2023;Europe;BAT BF-BOF+CCU;1119.9
baseline;2023;Europe;BAT BF-BOF+CCUS;844.5
baseline;2023;Europe;BAT BF-BOF_H2 PCI;612.2
baseline;2023;Europe;BAT BF-BOF_bio PCI;585.2
baseline;2023;Europe;DRI-EAF;760.8
baseline;2023;Europe;DRI-EAF+CCUS;916.8
baseline;2023;Europe;DRI-EAF_100% green H2;734.6
baseline;2023;Europe;DRI-EAF_50% bio-CH4;685.8
baseline;2023;Europe;DRI-EAF_50% green H2;748
baseline;2023;Europe;DRI-Melt-BOF;669.8
baseline;2023;Europe;DRI-Melt-BOF+CCUS;793.3
baseline;2023;Europe;DRI-Melt-BOF_100% zero-C H2;709.9
baseline;2023;Europe;EAF;455.8
baseline;2023;Europe;Electrolyzer-EAF;743.8
baseline;2023;Europe;Electrowinning-EAF;715.9
baseline;2023;Europe;Smelting Reduction;503.2
baseline;2023;Europe;Smelting Reduction+CCUS;599.1
baseline;2023;India;Avg BF-BOF;602.1
baseline;2023;India;BAT BF-BOF;584.5
baseline;2023;India;BAT BF-BOF+BECCUS;970.7
baseline;2023;India;BAT BF-BOF+CCU;993.1
baseline;2023;India;BAT BF-BOF+CCUS;915.7
baseline;2023;India;BAT BF-BOF_H2 PCI;590.6
baseline;2023;India;BAT BF-BOF_bio PCI;594.4
baseline;2023;India;DRI-EAF;633.5
baseline;2023;India;DRI-EAF+CCUS;831.4
baseline;2023;India;DRI-EAF_100% green H2;691
baseline;2023;India;DRI-EAF_50% bio-CH4;632.2
baseline;2023;India;DRI-EAF_50% green H2;631.3
baseline;2023;India;DRI-Melt-BOF;552.7
baseline;2023;India;DRI-Melt-BOF+CCUS;716.2
baseline;2023;India;DRI-Melt-BOF_100% zero-C H2;666.6
baseline;2023;India;EAF;447.3
baseline;2023;India;Electrolyzer-EAF;776.4
baseline;2023;India;Electrowinning-EAF;745.3
baseline;2023;India;Smelting Reduction;524.1
baseline;2023;India;Smelting Reduction+CCUS;672.2
baseline;2023;Japan, South Korea, and Taiwan;Avg BF-BOF;609.4
baseline;2023;Japan, South Korea, and Taiwan;BAT BF-BOF;589.7
baseline;2023;Japan, South Korea, and Taiwan;BAT BF-BOF+BECCUS;938
baseline;2023;Japan, South Korea, and Taiwan;BAT BF-BOF+CCU;1076.3
baseline;2023;Japan, South Korea, and Taiwan;BAT BF-BOF+CCUS;881.3
baseline;2023;Japan, South Korea, and Taiwan;BAT BF-BOF_H2 PCI;605.6
baseline;2023;Japan, South Korea, and Taiwan;BAT BF-BOF_bio PCI;604.3
baseline;2023;Japan, South Korea, and Taiwan;DRI-EAF;636.3
baseline;2023;Japan, South Korea, and Taiwan;DRI-EAF+CCUS;813.8
baseline;2023;Japan, South Korea, and Taiwan;DRI-EAF_100% green H2;708.4
baseline;2023;Japan, South Korea, and Taiwan;DRI-EAF_50% bio-CH4;636.1
baseline;2023;Japan, South Korea, and Taiwan;DRI-EAF_50% green H2;642.5
baseline;2023;Japan, South Korea, and Taiwan;DRI-Melt-BOF;558.7
baseline;2023;Japan, South Korea, and Taiwan;DRI-Melt-BOF+CCUS;703.6
baseline;2023;Japan, South Korea, and Taiwan;DRI-Melt-BOF_100% zero-C H2;683.9
baseline;2023;Japan, South Korea, and Taiwan;EAF;441.9
baseline;2023;Japan, South Korea, and Taiwan;Electrolyzer-EAF;740.2
baseline;2023;Japan, South Korea, and Taiwan;Electrowinning-EAF;712.6
baseline;2023;Japan, South Korea, and Taiwan;Smelting Reduction;538.4
baseline;2023;Japan, South Korea, and Taiwan;Smelting Reduction+CCUS;664.6
baseline;2023;Middle East;Avg BF-BOF;594.9
baseline;2023;Middle East;BAT BF-BOF;579.1
baseline;2023;Middle East;BAT BF-BOF+BECCUS;940
baseline;2023;Middle East;BAT BF-BOF+CCU;981.5
baseline;2023;Middle East;BAT BF-BOF+CCUS;871.1
baseline;2023;Middle East;BAT BF-BOF_H2 PCI;581
baseline;2023;Middle East;BAT BF-BOF_bio PCI;608.8
baseline;2023;Middle East;DRI-EAF;509.2
baseline;2023;Middle East;DRI-EAF+CCUS;686.6
baseline;2023;Middle East;DRI-EAF_100% green H2;699.6
baseline;2023;Middle East;DRI-EAF_50% bio-CH4;588.7
baseline;2023;Middle East;DRI-EAF_50% green H2;530.8
baseline;2023;Middle East;DRI-Melt-BOF;436.6
baseline;2023;Middle East;DRI-Melt-BOF+CCUS;577.5
baseline;2023;Middle East;DRI-Melt-BOF_100% zero-C H2;675.6
baseline;2023;Middle East;EAF;442.1
baseline;2023;Middle East;Electrolyzer-EAF;827.2
baseline;2023;Middle East;Electrowinning-EAF;791.1
baseline;2023;Middle East;Smelting Reduction;531.9
baseline;2023;Middle East;Smelting Reduction+CCUS;642.5
baseline;2023;NAFTA;Avg BF-BOF;604.3
baseline;2023;NAFTA;BAT BF-BOF;587.6
baseline;2023;NAFTA;BAT BF-BOF+BECCUS;802.9
baseline;2023;NAFTA;BAT BF-BOF+CCU;1015.3
baseline;2023;NAFTA;BAT BF-BOF+CCUS;759.9
baseline;2023;NAFTA;BAT BF-BOF_H2 PCI;600.6
baseline;2023;NAFTA;BAT BF-BOF_bio PCI;594.5
baseline;2023;NAFTA;DRI-EAF;470
baseline;2023;NAFTA;DRI-EAF+CCUS;579.7
baseline;2023;NAFTA;DRI-EAF_100% green H2;627.9
baseline;2023;NAFTA;DRI-EAF_50% bio-CH4;523.8
baseline;2023;NAFTA;DRI-EAF_50% green H2;502.6
baseline;2023;NAFTA;DRI-Melt-BOF;424.2
baseline;2023;NAFTA;DRI-Melt-BOF+CCUS;508.7
baseline;2023;NAFTA;DRI-Melt-BOF_100% zero-C H2;602.7
baseline;2023;NAFTA;EAF;400.8
baseline;2023;NAFTA;Electrolyzer-EAF;591.5
baseline;2023;NAFTA;Electrowinning-EAF;578.5
baseline;2023;NAFTA;Smelting Reduction;464.9
baseline;2023;NAFTA;Smelting Reduction+CCUS;523.8
baseline;2023;RoW;Avg BF-BOF;596.1
baseline;2023;RoW;BAT BF-BOF;579.8
baseline;2023;RoW;BAT BF-BOF+BECCUS;948.4
baseline;2023;RoW;BAT BF-BOF+CCU;1029
baseline;2023;RoW;BAT BF-BOF+CCUS;891.5
baseline;2023;RoW;BAT BF-BOF_H2 PCI;588.7
baseline;2023;RoW;BAT BF-BOF_bio PCI;594
baseline;2023;RoW;DRI-EAF;645.2
baseline;2023;RoW;DRI-EAF+CCUS;833
baseline;2023;RoW;DRI-EAF_100% green H2;732.9
baseline;2023;RoW;DRI-EAF_50% bio-CH4;648.4
baseline;2023;RoW;DRI-EAF_50% green H2;645.9
baseline;2023;RoW;DRI-Melt-BOF;556.4
baseline;2023;RoW;DRI-Melt-BOF+CCUS;706.9
baseline;2023;RoW;DRI-Melt-BOF_100% zero-C H2;708.9
baseline;2023;RoW;EAF;459.6
baseline;2023;RoW;Electrolyzer-EAF;846.6
baseline;2023;RoW;Electrowinning-EAF;808.5
baseline;2023;RoW;Smelting Reduction;533
baseline;2023;RoW;Smelting Reduction+CCUS;654.7
baseline;2023;South and Central America;Avg BF-BOF;608.9
baseline;2023;South and Central America;BAT BF-BOF;589.9
baseline;2023;South and Central America;BAT BF-BOF+BECCUS;873.3
baseline;2023;South and Central America;BAT BF-BOF+CCU;1148
baseline;2023;South and Central America;BAT BF-BOF+CCUS;818.2
baseline;2023;South and Central America;BAT BF-BOF_H2 PCI;614.9
baseline;2023;South and Central America;BAT BF-BOF_bio PCI;607.1
baseline;2023;South and Central America;DRI-EAF;619
baseline;2023;South and Central America;DRI-EAF+CCUS;761.1
baseline;2023;South and Central America;DRI-EAF_100% green H2;716.8
baseline;2023;South and Central America;DRI-EAF_50% bio-CH4;625.6
baseline;2023;South and Central America;DRI-EAF_50% green H2;636.6
baseline;2023;South and Central America;DRI-Melt-BOF;548.1
baseline;2023;South and Central America;DRI-Melt-BOF+CCUS;660.3
baseline;2023;South and Central America;DRI-Melt-BOF_100% zero-C H2;692
baseline;2023;South and Central America;EAF;432.1
baseline;2023;South and Central America;Electrolyzer-EAF;689.4
baseline;2023;South and Central America;Electrowinning-EAF;666.8
baseline;2023;South and Central America;Smelting Reduction;509.8
baseline;2023;South and Central America;Smelting Reduction+CCUS;596.2
baseline;2023;Southeast Asia;Avg BF-BOF;597.6
baseline;2023;Southeast Asia;BAT BF-BOF;581
baseline;2023;Southeast Asia;BAT BF-BOF+BECCUS;931.3
baseline;2023;Southeast Asia;BAT BF-BOF+CCU;970.9
baseline;2023;Southeast Asia;BAT BF-BOF+CCUS;873.3
baseline;2023;Southeast Asia;BAT BF-BOF_H2 PCI;582.9
baseline;2023;Southeast Asia;BAT BF-BOF_bio PCI;597.8
baseline;2023;Southeast Asia;DRI-EAF;641.9
baseline;2023;Southeast Asia;DRI-EAF+CCUS;819.3
baseline;2023;Southeast Asia;DRI-EAF_100% green H2;699.6
baseline;2023;Southeast Asia;DRI-EAF_50% bio-CH4;648
baseline;2023;Southeast Asia;DRI-EAF_50% green H2;635.4
baseline;2023;Southeast Asia;DRI-Melt-BOF;555.3
baseline;2023;Southeast Asia;DRI-Melt-BOF+CCUS;696.3
baseline;2023;Southeast Asia;DRI-Melt-BOF_100% zero-C H2;675.6
baseline;2023;Southeast Asia;EAF;456.2
baseline;2023;Southeast Asia;Electrolyzer-EAF;827.2
baseline;2023;Southeast Asia;Electrowinning-EAF;791.1
baseline;2023;Southeast Asia;Smelting Reduction;529.8
baseline;2023;Southeast Asia;Smelting Reduction+CCUS;640.4
baseline;2024;Africa;Avg BF-BOF;526.1
baseline;2024;Africa;BAT BF-BOF;530.8
baseline;2024;Africa;BAT BF-BOF+BECCUS;944.4
baseline;2024;Africa;BAT BF-BOF+CCU;1014.1
baseline;2024;Africa;BAT BF-BOF+CCUS;857.7
baseline;2024;Africa;BAT BF-BOF_H2 PCI;551.7
baseline;2024;Africa;BAT BF-BOF_bio PCI;583.3
baseline;2024;Africa;DRI-EAF;561.7
baseline;2024;Africa;DRI-EAF+CCUS;751
baseline;2024;Africa;DRI-EAF_100% green H2;687.1
baseline;2024;Africa;DRI-EAF_50% bio-CH4;610.3
baseline;2024;Africa;DRI-EAF_50% green H2;578
baseline;2024;Africa;DRI-Melt-BOF;491.6
baseline;2024;Africa;DRI-Melt-BOF+CCUS;648.3
baseline;2024;Africa;DRI-Melt-BOF_100% zero-C H2;666.1
baseline;2024;Africa;EAF;432.6
baseline;2024;Africa;Electrolyzer-EAF;743.6
baseline;2024;Africa;Electrowinning-EAF;715.5
baseline;2024;Africa;Smelting Reduction;484.6
baseline;2024;Africa;Smelting Reduction+CCUS;626.9
baseline;2024;CIS;Avg BF-BOF;528.2
baseline;2024;CIS;BAT BF-BOF;532.7
baseline;2024;CIS;BAT BF-BOF+BECCUS;842.3
baseline;2024;CIS;BAT BF-BOF+CCU;934.6
baseline;2024;CIS;BAT BF-BOF+CCUS;773.1
baseline;2024;CIS;BAT BF-BOF_H2 PCI;546.6
baseline;2024;CIS;BAT BF-BOF_bio PCI;570.7
baseline;2024;CIS;DRI-EAF;473.6
baseline;2024;CIS;DRI-EAF+CCUS;616.1
baseline;2024;CIS;DRI-EAF_100% green H2;639.6
baseline;2024;CIS;DRI-EAF_50% bio-CH4;542.4
baseline;2024;CIS;DRI-EAF_50% green H2;499.6
baseline;2024;CIS;DRI-Melt-BOF;417.6
baseline;2024;CIS;DRI-Melt-BOF+CCUS;530.5
baseline;2024;CIS;DRI-Melt-BOF_100% zero-C H2;618.3
baseline;2024;CIS;EAF;415.2
baseline;2024;CIS;Electrolyzer-EAF;692.3
baseline;2024;CIS;Electrowinning-EAF;669.3
baseline;2024;CIS;Smelting Reduction;475.8
baseline;2024;CIS;Smelting Reduction+CCUS;562.7
baseline;2024;China;Avg BF-BOF;530
baseline;2024;China;BAT BF-BOF;533.4
baseline;2024;China;BAT BF-BOF+BECCUS;864.6
baseline;2024;China;BAT BF-BOF+CCU;877.2
baseline;2024;China;BAT BF-BOF+CCUS;794.3
baseline;2024;China;BAT BF-BOF_H2 PCI;539.6
baseline;2024;China;BAT BF-BOF_bio PCI;571.5
